Indicator,Company,Year,Value,Category,Category 2
Cash and cash equivalents at end of the period,SMB,2020,37.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,SMB,2021,45.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,SMB,2022,42.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VCF,2020,202.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VCF,2021,1124.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VCF,2022,221.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAD,2020,5.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAD,2021,3.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAD,2022,2.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,THB,2020,75.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,THB,2021,106.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,THB,2022,44.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VDL,2020,31.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VDL,2021,26.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,VDL,2022,11.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAT,2020,27.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAT,2021,13.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash and cash equivalents at end of the period,HAT,2022,4.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Cash flow per share (CPS),BHN,2020,2213.34,Ratios,Cashflow ratios
Cash flow per share (CPS),BHN,2021,3122.93,Ratios,Cashflow ratios
Cash flow per share (CPS),BHN,2022,4478.84,Ratios,Cashflow ratios
Cash flow per share (CPS),SAB,2020,6438.07,Ratios,Cashflow ratios
Cash flow per share (CPS),SAB,2021,5485.66,Ratios,Cashflow ratios
Cash flow per share (CPS),SAB,2022,6827.77,Ratios,Cashflow ratios
Cash flow per share (CPS),SCD,2020,-3422.5,Ratios,Cashflow ratios
Cash flow per share (CPS),SCD,2021,-4097.49,Ratios,Cashflow ratios
Cash flow per share (CPS),SCD,2022,-7918.52,Ratios,Cashflow ratios
Cash flow per share (CPS),SMB,2020,7353.6,Ratios,Cashflow ratios
Cash flow per share (CPS),SMB,2021,9788.49,Ratios,Cashflow ratios
Cash flow per share (CPS),SMB,2022,4304.88,Ratios,Cashflow ratios
Cash flow per share (CPS),VCF,2020,58908.78,Ratios,Cashflow ratios
Cash flow per share (CPS),VCF,2021,22279.81,Ratios,Cashflow ratios
Cash flow per share (CPS),VCF,2022,-7644.72,Ratios,Cashflow ratios
Cash flow per share (CPS),HAD,2020,5007.01,Ratios,Cashflow ratios
Cash flow per share (CPS),HAD,2021,80.27,Ratios,Cashflow ratios
Cash flow per share (CPS),HAD,2022,3399.96,Ratios,Cashflow ratios
Cash flow per share (CPS),THB,2020,5360.73,Ratios,Cashflow ratios
Cash flow per share (CPS),THB,2021,2924.0,Ratios,Cashflow ratios
Cash flow per share (CPS),THB,2022,-2342.96,Ratios,Cashflow ratios
Cash flow per share (CPS),VDL,2020,5669.33,Ratios,Cashflow ratios
Cash flow per share (CPS),VDL,2021,-1686.07,Ratios,Cashflow ratios
Cash flow per share (CPS),VDL,2022,-670.88,Ratios,Cashflow ratios
Cash flow per share (CPS),HAT,2020,-2238.72,Ratios,Cashflow ratios
Cash flow per share (CPS),HAT,2021,-3320.75,Ratios,Cashflow ratios
Cash flow per share (CPS),HAT,2022,14016.1,Ratios,Cashflow ratios
Cash ratio,BHN,2020,0.47,Ratios,Liquidity ratios
Cash ratio,BHN,2021,0.34,Ratios,Liquidity ratios
Cash ratio,BHN,2022,0.28,Ratios,Liquidity ratios
Cash ratio,SAB,2020,0.53,Ratios,Liquidity ratios
Cash ratio,SAB,2021,0.5,Ratios,Liquidity ratios
Cash ratio,SAB,2022,0.44,Ratios,Liquidity ratios
Cash ratio,SCD,2020,1.84,Ratios,Liquidity ratios
Cash ratio,SCD,2021,1.27,Ratios,Liquidity ratios
Cash ratio,SCD,2022,0.14,Ratios,Liquidity ratios
Cash ratio,SMB,2020,0.13,Ratios,Liquidity ratios
Cash ratio,SMB,2021,0.13,Ratios,Liquidity ratios
Cash ratio,SMB,2022,0.12,Ratios,Liquidity ratios
Cash ratio,VCF,2020,0.32,Ratios,Liquidity ratios
Cash ratio,VCF,2021,1.66,Ratios,Liquidity ratios
Cash ratio,VCF,2022,0.5,Ratios,Liquidity ratios
Cash ratio,HAD,2020,0.34,Ratios,Liquidity ratios
Cash ratio,HAD,2021,0.18,Ratios,Liquidity ratios
Cash ratio,HAD,2022,0.09,Ratios,Liquidity ratios
Cash ratio,THB,2020,0.52,Ratios,Liquidity ratios
Cash ratio,THB,2021,0.73,Ratios,Liquidity ratios
Cash ratio,THB,2022,0.3,Ratios,Liquidity ratios
Cash ratio,VDL,2020,2.0,Ratios,Liquidity ratios
Cash ratio,VDL,2021,0.92,Ratios,Liquidity ratios
Cash ratio,VDL,2022,0.63,Ratios,Liquidity ratios
Cash ratio,HAT,2020,0.28,Ratios,Liquidity ratios
Cash ratio,HAT,2021,0.17,Ratios,Liquidity ratios
Cash ratio,HAT,2022,0.03,Ratios,Liquidity ratios
Cash return on equity,BHN,2020,8.95,Ratios,Cashflow ratios
Cash return on equity,BHN,2021,14.98,Ratios,Cashflow ratios
Cash return on equity,BHN,2022,19.58,Ratios,Cashflow ratios
Cash return on equity,SAB,2020,19.46,Ratios,Cashflow ratios
Cash return on equity,SAB,2021,15.57,Ratios,Cashflow ratios
Cash return on equity,SAB,2022,17.81,Ratios,Cashflow ratios
Cash return on equity,SCD,2020,-15.0,Ratios,Cashflow ratios
Cash return on equity,SCD,2021,-22.24,Ratios,Cashflow ratios
Cash return on equity,SCD,2022,-62.44,Ratios,Cashflow ratios
Cash return on equity,SMB,2020,44.32,Ratios,Cashflow ratios
Cash return on equity,SMB,2021,52.73,Ratios,Cashflow ratios
Cash return on equity,SMB,2022,21.18,Ratios,Cashflow ratios
Cash return on equity,VCF,2020,104.49,Ratios,Cashflow ratios
Cash return on equity,VCF,2021,46.91,Ratios,Cashflow ratios
Cash return on equity,VCF,2022,-12.22,Ratios,Cashflow ratios
Cash return on equity,HAD,2020,26.01,Ratios,Cashflow ratios
Cash return on equity,HAD,2021,0.45,Ratios,Cashflow ratios
Cash return on equity,HAD,2022,17.81,Ratios,Cashflow ratios
Cash return on equity,THB,2020,41.7,Ratios,Cashflow ratios
Cash return on equity,THB,2021,22.42,Ratios,Cashflow ratios
Cash return on equity,THB,2022,-17.45,Ratios,Cashflow ratios
Cash return on equity,VDL,2020,40.76,Ratios,Cashflow ratios
Cash return on equity,VDL,2021,-11.94,Ratios,Cashflow ratios
Cash return on equity,VDL,2022,-5.16,Ratios,Cashflow ratios
Cash return on equity,HAT,2020,-11.03,Ratios,Cashflow ratios
Cash return on equity,HAT,2021,-20.14,Ratios,Cashflow ratios
Cash return on equity,HAT,2022,65.97,Ratios,Cashflow ratios
Cash return to assets,BHN,2020,6.68,Ratios,Cashflow ratios
Cash return to assets,BHN,2021,10.21,Ratios,Cashflow ratios
Cash return to assets,BHN,2022,14.35,Ratios,Cashflow ratios
Cash return to assets,SAB,2020,15.08,Ratios,Cashflow ratios
Cash return to assets,SAB,2021,11.54,Ratios,Cashflow ratios
Cash return to assets,SAB,2022,12.7,Ratios,Cashflow ratios
Cash return to assets,SCD,2020,-7.08,Ratios,Cashflow ratios
Cash return to assets,SCD,2021,-9.36,Ratios,Cashflow ratios
Cash return to assets,SCD,2022,-11.24,Ratios,Cashflow ratios
Cash return to assets,SMB,2020,27.3,Ratios,Cashflow ratios
Cash return to assets,SMB,2021,31.18,Ratios,Cashflow ratios
Cash return to assets,SMB,2022,13.13,Ratios,Cashflow ratios
Cash return to assets,VCF,2020,73.45,Ratios,Cashflow ratios
Cash return to assets,VCF,2021,30.44,Ratios,Cashflow ratios
Cash return to assets,VCF,2022,-9.65,Ratios,Cashflow ratios
Cash return to assets,HAD,2020,21.55,Ratios,Cashflow ratios
Cash return to assets,HAD,2021,0.36,Ratios,Cashflow ratios
Cash return to assets,HAD,2022,14.39,Ratios,Cashflow ratios
Cash return to assets,THB,2020,20.24,Ratios,Cashflow ratios
Cash return to assets,THB,2021,10.84,Ratios,Cashflow ratios
Cash return to assets,THB,2022,-8.54,Ratios,Cashflow ratios
Cash return to assets,VDL,2020,37.78,Ratios,Cashflow ratios
Cash return to assets,VDL,2021,-10.51,Ratios,Cashflow ratios
Cash return to assets,VDL,2022,-4.68,Ratios,Cashflow ratios
Cash return to assets,HAT,2020,-4.35,Ratios,Cashflow ratios
Cash return to assets,HAT,2021,-8.12,Ratios,Cashflow ratios
Cash return to assets,HAT,2022,25.1,Ratios,Cashflow ratios
Cash to income,BHN,2020,29.38,Ratios,Cashflow ratios
Cash to income,BHN,2021,34.39,Ratios,Cashflow ratios
Cash to income,BHN,2022,57.18,Ratios,Cashflow ratios
Cash to income,BHN,2020,105.76,Ratios,Cashflow ratios
Cash to income,BHN,2021,187.98,Ratios,Cashflow ratios
Cash to income,BHN,2022,169.65,Ratios,Cashflow ratios
Cash to income,SAB,2020,79.81,Ratios,Cashflow ratios
Cash to income,SAB,2021,48.47,Ratios,Cashflow ratios
Cash to income,SAB,2022,47.52,Ratios,Cashflow ratios
Cash to income,SAB,2020,67.94,Ratios,Cashflow ratios
Cash to income,SAB,2021,73.59,Ratios,Cashflow ratios
Cash to income,SAB,2022,64.11,Ratios,Cashflow ratios
Cash to income,SCD,2020,-72.88,Ratios,Cashflow ratios
Cash to income,SCD,2021,-96.92,Ratios,Cashflow ratios
Cash to income,SCD,2022,-33.64,Ratios,Cashflow ratios
Cash to income,SCD,2020,-898.85,Ratios,Cashflow ratios
Cash to income,SCD,2021,94.74,Ratios,Cashflow ratios
Cash to income,SCD,2022,130.92,Ratios,Cashflow ratios
Cash to income,SMB,2020,77.34,Ratios,Cashflow ratios
Cash to income,SMB,2021,81.84,Ratios,Cashflow ratios
Cash to income,SMB,2022,37.12,Ratios,Cashflow ratios
Cash to income,SMB,2020,113.78,Ratios,Cashflow ratios
Cash to income,SMB,2021,148.62,Ratios,Cashflow ratios
Cash to income,SMB,2022,55.72,Ratios,Cashflow ratios
Cash to income,VCF,2020,249.28,Ratios,Cashflow ratios
Cash to income,VCF,2021,87.59,Ratios,Cashflow ratios
Cash to income,VCF,2022,-46.34,Ratios,Cashflow ratios
Cash to income,VCF,2020,173.57,Ratios,Cashflow ratios
Cash to income,VCF,2021,107.98,Ratios,Cashflow ratios
Cash to income,VCF,2022,-50.8,Ratios,Cashflow ratios
Cash to income,HAD,2020,125.91,Ratios,Cashflow ratios
Cash to income,HAD,2021,1.8,Ratios,Cashflow ratios
Cash to income,HAD,2022,74.98,Ratios,Cashflow ratios
Cash to income,HAD,2020,202.24,Ratios,Cashflow ratios
Cash to income,HAD,2021,8.31,Ratios,Cashflow ratios
Cash to income,HAD,2022,104.14,Ratios,Cashflow ratios
Cash to income,THB,2020,42.79,Ratios,Cashflow ratios
Cash to income,THB,2021,22.85,Ratios,Cashflow ratios
Cash to income,THB,2022,-18.21,Ratios,Cashflow ratios
Cash to income,THB,2020,1104.78,Ratios,Cashflow ratios
Cash to income,THB,2021,308.38,Ratios,Cashflow ratios
Cash to income,THB,2022,55.02,Ratios,Cashflow ratios
Cash to income,VDL,2020,531.31,Ratios,Cashflow ratios
Cash to income,VDL,2021,-88.61,Ratios,Cashflow ratios
Cash to income,VDL,2022,-57.14,Ratios,Cashflow ratios
Cash to income,VDL,2020,623.11,Ratios,Cashflow ratios
Cash to income,VDL,2021,-497.84,Ratios,Cashflow ratios
Cash to income,VDL,2022,71.61,Ratios,Cashflow ratios
Cash to income,HAT,2020,-7.19,Ratios,Cashflow ratios
Cash to income,HAT,2021,-13.6,Ratios,Cashflow ratios
Cash to income,HAT,2022,40.52,Ratios,Cashflow ratios
Cash to income,HAT,2020,-76.36,Ratios,Cashflow ratios
Cash to income,HAT,2021,240.82,Ratios,Cashflow ratios
Cash to income,HAT,2022,206.59,Ratios,Cashflow ratios
Cash/Short-term assets,BHN,2020,18.19,Ratios,Short-term asset structure
Cash/Short-term assets,BHN,2021,16.65,Ratios,Short-term asset structure
Cash/Short-term assets,BHN,2022,10.57,Ratios,Short-term asset structure
Cash/Short-term assets,SAB,2020,13.97,Ratios,Short-term asset structure
Cash/Short-term assets,SAB,2021,15.76,Ratios,Short-term asset structure
Cash/Short-term assets,SAB,2022,15.15,Ratios,Short-term asset structure
Cash/Short-term assets,SCD,2020,40.15,Ratios,Short-term asset structure
Cash/Short-term assets,SCD,2021,48.0,Ratios,Short-term asset structure
Cash/Short-term assets,SCD,2022,27.4,Ratios,Short-term asset structure
Cash/Short-term assets,SMB,2020,11.18,Ratios,Short-term asset structure
Cash/Short-term assets,SMB,2021,9.27,Ratios,Short-term asset structure
Cash/Short-term assets,SMB,2022,7.53,Ratios,Short-term asset structure
Cash/Short-term assets,VCF,2020,12.45,Ratios,Short-term asset structure
Cash/Short-term assets,VCF,2021,75.09,Ratios,Short-term asset structure
Cash/Short-term assets,VCF,2022,12.47,Ratios,Short-term asset structure
Cash/Short-term assets,HAD,2020,8.91,Ratios,Short-term asset structure
Cash/Short-term assets,HAD,2021,5.19,Ratios,Short-term asset structure
Cash/Short-term assets,HAD,2022,2.27,Ratios,Short-term asset structure
Cash/Short-term assets,THB,2020,36.22,Ratios,Short-term asset structure
Cash/Short-term assets,THB,2021,44.58,Ratios,Short-term asset structure
Cash/Short-term assets,THB,2022,18.55,Ratios,Short-term asset structure
Cash/Short-term assets,VDL,2020,21.04,Ratios,Short-term asset structure
Cash/Short-term assets,VDL,2021,15.13,Ratios,Short-term asset structure
Cash/Short-term assets,VDL,2022,7.04,Ratios,Short-term asset structure
Cash/Short-term assets,HAT,2020,29.77,Ratios,Short-term asset structure
Cash/Short-term assets,HAT,2021,15.97,Ratios,Short-term asset structure
Cash/Short-term assets,HAT,2022,2.67,Ratios,Short-term asset structure
Construction in progress/Fixed assets,BHN,2020,1.85,Ratios,Long-term asset structure
Construction in progress/Fixed assets,BHN,2021,1.63,Ratios,Long-term asset structure
Construction in progress/Fixed assets,BHN,2022,0.82,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SAB,2020,0.58,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SAB,2021,12.53,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SAB,2022,3.0,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SCD,2020,1.67,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SCD,2021,33.03,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SCD,2022,42.35,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SMB,2020,0.17,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SMB,2021,1.02,Ratios,Long-term asset structure
Construction in progress/Fixed assets,SMB,2022,0.11,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VCF,2020,0.35,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VCF,2021,0.57,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VCF,2022,0.15,Ratios,Long-term asset structure
Construction in progress/Fixed assets,HAD,2020,0.0,Ratios,Long-term asset structure
Construction in progress/Fixed assets,THB,2020,0.5,Ratios,Long-term asset structure
Construction in progress/Fixed assets,THB,2021,2.33,Ratios,Long-term asset structure
Construction in progress/Fixed assets,THB,2022,0.94,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VDL,2020,44.29,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VDL,2021,3.83,Ratios,Long-term asset structure
Construction in progress/Fixed assets,VDL,2022,0.07,Ratios,Long-term asset structure
Construction in progress/Fixed assets,HAT,2020,0.0,Ratios,Long-term asset structure
Corporate income tax paid,BHN,2020,-121.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,BHN,2021,-31.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,BHN,2022,-47.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SAB,2020,-1039.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SAB,2021,-919.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SAB,2022,-1330.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SCD,2020,-1.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SMB,2020,-46.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SMB,2021,-41.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,SMB,2022,-34.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VCF,2020,-159.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VCF,2021,-184.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VCF,2022,-87.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,HAD,2020,-3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,HAD,2022,-3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,THB,2020,-3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,THB,2021,-2.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,THB,2022,-4.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VDL,2020,-3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VDL,2021,-2.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,VDL,2022,-1.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,HAT,2020,-2.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,HAT,2021,-1.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Corporate income tax paid,HAT,2022,-5.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Cost of goods sold/Net revenue,BHN,2020,73.44,Ratios,Cost structure
Cost of goods sold/Net revenue,BHN,2021,75.6,Ratios,Cost structure
Cost of goods sold/Net revenue,BHN,2022,72.46,Ratios,Cost structure
Cost of goods sold/Net revenue,SAB,2020,69.6,Ratios,Cost structure
Cost of goods sold/Net revenue,SAB,2021,71.15,Ratios,Cost structure
Cost of goods sold/Net revenue,SAB,2022,69.21,Ratios,Cost structure
Cost of goods sold/Net revenue,SCD,2020,75.65,Ratios,Cost structure
Cost of goods sold/Net revenue,SCD,2021,84.94,Ratios,Cost structure
Cost of goods sold/Net revenue,SCD,2022,81.4,Ratios,Cost structure
Cost of goods sold/Net revenue,SMB,2020,74.22,Ratios,Cost structure
Cost of goods sold/Net revenue,SMB,2021,73.55,Ratios,Cost structure
Cost of goods sold/Net revenue,SMB,2022,73.1,Ratios,Cost structure
Cost of goods sold/Net revenue,VCF,2020,69.31,Ratios,Cost structure
Cost of goods sold/Net revenue,VCF,2021,74.94,Ratios,Cost structure
Cost of goods sold/Net revenue,VCF,2022,77.63,Ratios,Cost structure
Cost of goods sold/Net revenue,HAD,2020,73.96,Ratios,Cost structure
Cost of goods sold/Net revenue,HAD,2021,77.12,Ratios,Cost structure
Cost of goods sold/Net revenue,HAD,2022,72.09,Ratios,Cost structure
Cost of goods sold/Net revenue,THB,2020,86.33,Ratios,Cost structure
Cost of goods sold/Net revenue,THB,2021,86.83,Ratios,Cost structure
Cost of goods sold/Net revenue,THB,2022,90.26,Ratios,Cost structure
Cost of goods sold/Net revenue,VDL,2020,90.55,Ratios,Cost structure
Cost of goods sold/Net revenue,VDL,2021,92.37,Ratios,Cost structure
Cost of goods sold/Net revenue,VDL,2022,96.84,Ratios,Cost structure
Cost of goods sold/Net revenue,HAT,2020,94.05,Ratios,Cost structure
Cost of goods sold/Net revenue,HAT,2021,94.94,Ratios,Cost structure
Cost of goods sold/Net revenue,HAT,2022,92.59,Ratios,Cost structure
Days of inventory on hand,BHN,2020,41.21,Ratios,Efficiency ratios
Days of inventory on hand,BHN,2021,39.94,Ratios,Efficiency ratios
Days of inventory on hand,BHN,2022,38.3,Ratios,Efficiency ratios
Days of inventory on hand,SAB,2020,32.02,Ratios,Efficiency ratios
Days of inventory on hand,SAB,2021,30.29,Ratios,Efficiency ratios
Days of inventory on hand,SAB,2022,29.11,Ratios,Efficiency ratios
Days of inventory on hand,SCD,2020,78.23,Ratios,Efficiency ratios
Days of inventory on hand,SCD,2021,97.78,Ratios,Efficiency ratios
Days of inventory on hand,SCD,2022,63.14,Ratios,Efficiency ratios
Days of inventory on hand,SMB,2020,74.92,Ratios,Efficiency ratios
Days of inventory on hand,SMB,2021,75.5,Ratios,Efficiency ratios
Days of inventory on hand,SMB,2022,79.83,Ratios,Efficiency ratios
Days of inventory on hand,VCF,2020,40.47,Ratios,Efficiency ratios
Days of inventory on hand,VCF,2021,51.62,Ratios,Efficiency ratios
Days of inventory on hand,VCF,2022,64.56,Ratios,Efficiency ratios
Days of inventory on hand,HAD,2020,63.38,Ratios,Efficiency ratios
Days of inventory on hand,HAD,2021,71.7,Ratios,Efficiency ratios
Days of inventory on hand,HAD,2022,68.37,Ratios,Efficiency ratios
Days of inventory on hand,THB,2020,15.81,Ratios,Efficiency ratios
Days of inventory on hand,THB,2021,15.28,Ratios,Efficiency ratios
Days of inventory on hand,THB,2022,12.44,Ratios,Efficiency ratios
Days of inventory on hand,VDL,2020,166.26,Ratios,Efficiency ratios
Days of inventory on hand,VDL,2021,161.49,Ratios,Efficiency ratios
Days of inventory on hand,VDL,2022,244.94,Ratios,Efficiency ratios
Days of inventory on hand,HAT,2020,1.41,Ratios,Efficiency ratios
Days of inventory on hand,HAT,2021,3.55,Ratios,Efficiency ratios
Days of inventory on hand,HAT,2022,1.37,Ratios,Efficiency ratios
Days of sales outstanding,BHN,2020,8.83,Ratios,Efficiency ratios
Days of sales outstanding,BHN,2021,11.04,Ratios,Efficiency ratios
Days of sales outstanding,BHN,2022,12.49,Ratios,Efficiency ratios
Days of sales outstanding,SAB,2020,1.48,Ratios,Efficiency ratios
Days of sales outstanding,SAB,2021,1.18,Ratios,Efficiency ratios
Days of sales outstanding,SAB,2022,2.29,Ratios,Efficiency ratios
Days of sales outstanding,SCD,2020,25.43,Ratios,Efficiency ratios
Days of sales outstanding,SCD,2021,40.62,Ratios,Efficiency ratios
Days of sales outstanding,SCD,2022,56.56,Ratios,Efficiency ratios
Days of sales outstanding,SMB,2020,16.94,Ratios,Efficiency ratios
Days of sales outstanding,SMB,2021,12.74,Ratios,Efficiency ratios
Days of sales outstanding,SMB,2022,7.55,Ratios,Efficiency ratios
Days of sales outstanding,VCF,2020,90.31,Ratios,Efficiency ratios
Days of sales outstanding,VCF,2021,29.02,Ratios,Efficiency ratios
Days of sales outstanding,VCF,2022,47.07,Ratios,Efficiency ratios
Days of sales outstanding,HAD,2020,0.98,Ratios,Efficiency ratios
Days of sales outstanding,HAD,2021,0.12,Ratios,Efficiency ratios
Days of sales outstanding,THB,2020,10.45,Ratios,Efficiency ratios
Days of sales outstanding,THB,2021,14.33,Ratios,Efficiency ratios
Days of sales outstanding,THB,2022,17.7,Ratios,Efficiency ratios
Days of sales outstanding,VDL,2020,23.73,Ratios,Efficiency ratios
Days of sales outstanding,VDL,2021,34.37,Ratios,Efficiency ratios
Days of sales outstanding,VDL,2022,35.32,Ratios,Efficiency ratios
Days of sales outstanding,HAT,2020,0.16,Ratios,Efficiency ratios
Days of sales outstanding,HAT,2021,1.49,Ratios,Efficiency ratios
Days of sales outstanding,HAT,2022,0.83,Ratios,Efficiency ratios
Debt coverage,BHN,2020,26.33,Ratios,Cashflow ratios
Debt coverage,BHN,2021,32.13,Ratios,Cashflow ratios
Debt coverage,BHN,2022,53.84,Ratios,Cashflow ratios
Debt coverage,SAB,2020,67.03,Ratios,Cashflow ratios
Debt coverage,SAB,2021,44.57,Ratios,Cashflow ratios
Debt coverage,SAB,2022,44.34,Ratios,Cashflow ratios
Debt coverage,SCD,2020,-13.43,Ratios,Cashflow ratios
Debt coverage,SCD,2021,-16.16,Ratios,Cashflow ratios
Debt coverage,SCD,2022,-13.71,Ratios,Cashflow ratios
Debt coverage,SMB,2020,71.07,Ratios,Cashflow ratios
Debt coverage,SMB,2021,76.28,Ratios,Cashflow ratios
Debt coverage,SMB,2022,34.56,Ratios,Cashflow ratios
Debt coverage,VCF,2020,247.22,Ratios,Cashflow ratios
Debt coverage,VCF,2021,86.69,Ratios,Cashflow ratios
Debt coverage,VCF,2022,-45.82,Ratios,Cashflow ratios
Debt coverage,HAD,2020,125.91,Ratios,Cashflow ratios
Debt coverage,HAD,2021,1.8,Ratios,Cashflow ratios
Debt coverage,HAD,2022,74.98,Ratios,Cashflow ratios
Debt coverage,THB,2020,39.43,Ratios,Cashflow ratios
Debt coverage,THB,2021,21.05,Ratios,Cashflow ratios
Debt coverage,THB,2022,-16.77,Ratios,Cashflow ratios
Debt coverage,VDL,2020,516.55,Ratios,Cashflow ratios
Debt coverage,VDL,2021,-87.85,Ratios,Cashflow ratios
Debt coverage,VDL,2022,-50.08,Ratios,Cashflow ratios
Debt coverage,HAT,2020,-7.19,Ratios,Cashflow ratios
Debt coverage,HAT,2021,-13.6,Ratios,Cashflow ratios
Debt coverage,HAT,2022,40.52,Ratios,Cashflow ratios
Debt to assets,BHN,2020,4.18,Ratios,Leverage ratios
Debt to assets,BHN,2021,3.47,Ratios,Leverage ratios
Debt to assets,BHN,2022,1.33,Ratios,Leverage ratios
Debt to assets,SAB,2020,3.56,Ratios,Leverage ratios
Debt to assets,SAB,2021,2.17,Ratios,Leverage ratios
Debt to assets,SAB,2022,3.0,Ratios,Leverage ratios
Debt to assets,SCD,2020,0.0,Ratios,Leverage ratios
Debt to assets,SCD,2021,46.96,Ratios,Leverage ratios
Debt to assets,SCD,2022,63.29,Ratios,Leverage ratios
